misc-dent-eq,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,ox,spin,charge_lig
1,306.3141,637.479,1389.669,1664.594,1473,3960,6264,7320,51,102,204,264,306,784,1282,1808,16.6251,45.2094,77.5716,115.2512,44.1986,81.9315,154.0035,155.672,140,252,312,116,7,13,25,28,38,96,124,68,2.2663,5.1821,7.9497,6.142,53.8786,102.408,161.901,67.32,142,264,180,72,9,16,26,12,42,80,68,48,2.5401,5.6672,6.0698,3.4188,11.8336,8.772,23.908,15.136,64,48,64,16,1,3,2,2,8,12,4,0.5329,0.5621,1.1023,0.5402,11.8336,17.544,45.408,0,64,96,48,0,2,6,0,4,16,12,0,0.5329,1.1242,1.6206,0,0.89,3.37,2.48,2,16,14,-2,0,2,-0.04,0.68,0.72,1.78,7.44,0,4,42,0,-4,6,0,-0.08,2.16,0,2.4025,31.992,39.525,103.385,625,1200,1500,1000,10,30,96,240,216,1.9321,6.0882,10.703,16.541,-11.34,-10,-20.2,102,190,710,20,20,144,3.96,6.2,29.8,4,2,-2
1,176.183,367.8624,720.398,1214.316,1182,2920,3392,2816,29,58,114,182,172,474,734,806,10.1997,27.7622,47.6822,60.601,38.89385,69.564,99.77,98.373,149,258,290,180,6,11,16,17,27,63,76,56,2.3722,4.9511,6.3608,5.1451,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,10.5376,7.752,14.44,10.564,56.5,42,49,28,1,2,1.5,2,6,8,5,0.5477,0.5775,0.855,0.56625,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,0.49,1.33,1.085,1,7,6.5,-1,0,0.5,-0.02,0.36,0.37,2.52,0,0,18,0,0,6,0,0,1.14,0,0,3.3489,34.1112,57.645,17.385,676,1118,624,364,14,4,120,108,48,1.5625,5.6,7.475,2.85,-7.66,-5.88,-2.18,113,340,90,16,66,16,3.02,11.52,2.72,4,1,-2
1,94.0885,138.3944,274.922,414.656,1218,2472,3090,2240,12,22,40,50,62,152,160,90,7.8975,17.3166,26.929,28.575,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,3.5344,30.4372,28.576,0,729,1026,945,0,5,0,66,30,0,1.5876,5.7708,4.725,0,-4.91,-5.8,0,124,100,0,25,25,0,2.98,2.55,0,5,3,-7
1,124.0521,223.96,484.028,818.4,1005,2520,2404,864,18,34,66,110,100,276,382,302,6.665,18.2186,29.3642,29.8294,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,1.26,0,0,9,0,0,3,0,0,0.57,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.4025,31.372,37.51,0,625,1175,275,0,11,0,102,66,0,1.9321,6.116,5.6573,0,-10.94,-7.15,0,103,264,0,19,55,0,3.94,11.22,0,4,2,-2
1,154.1691,287.48,625.999,889.12,1095,2792,3108,1972,23,44,84,124,128,336,490,536,8.2319,22.1652,35.662,42.4404,32.8561,51.204,80.9505,33.66,103,132,90,36,5,8,13,6,21,40,34,24,1.5365,2.8336,3.0349,1.7094,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,8.772,22.704,0,64,48,24,0,1,3,0,2,8,6,0,0.5329,0.5621,0.8103,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,0.89,3.72,0,2,21,0,-2,3,0,-0.04,1.08,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.4025,31.992,35.185,20.46,625,1200,500,150,10,6,96,96,36,1.9321,6.0882,6.255,3.0858,-11.34,-7.2,-3.9,102,230,144,20,44,30,3.96,9.4,6.12,5,1,-2
1,283.6291,576.024,1243.563,1418.4,1399,3720,5820,6660,47,92,180,220,272,672,1090,1640,15.1655,40.5124,67.742,104.162,32.8561,51.204,80.9505,33.66,103,132,90,36,5,8,13,6,21,40,34,24,1.5365,2.8336,3.0349,1.7094,53.8786,102.408,161.901,67.32,142,264,180,72,9,16,26,12,42,80,68,48,2.5401,5.6672,6.0698,3.4188,11.8336,8.772,22.704,0,64,48,24,0,1,3,0,2,8,6,0,0.5329,0.5621,0.8103,0,11.8336,17.544,45.408,0,64,96,48,0,2,6,0,4,16,12,0,0.5329,1.1242,1.6206,0,0.89,3.72,0,2,21,0,-2,3,0,-0.04,1.08,0,1.78,7.44,0,4,42,0,-4,6,0,-0.08,2.16,0,2.4025,31.992,39.525,102.3,625,1200,1500,750,10,30,96,240,180,1.9321,6.0882,10.703,15.429,-11.34,-10,-19.5,102,190,720,20,20,150,3.96,6.2,30.6,4,4,-2
1,253.918,533.859,1001.9734,1563.314,1406,3396,3950,3236,43,86,166,244,252,668,982,1032,14.8523,39.4854,65.3826,81.2856,77.76135,153.459,251.9715,330.6625,261,522,735,790,13,25,43,56,68,170,246,278,4.6985,10.7877,16.1239,20.2328,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,9.16805,3.876,3.25125,6.5025,50,21,18,36,0.5,0.5,1,0.5,1,1.5,3,0.5629,0.28875,0.29645,0.5929,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,-0.245,0,0,-0.5,0,0,-0.5,-1,-2,0.01,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,3.3489,33.2145,53.8752,4.6665,676,1092,494,156,13,1,114,84,18,1.5625,5.625,6.4875,0.9625,-7.17,-5.65,-0.72,114,319,20,17,64,3,3,11.06,0.48,4,1,-2
1,126.1585,244.26,500.9744,892.656,1086,2520,2518,1344,20,38,80,130,118,328,472,394,7.1687,19.155,33.2386,38.895,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,3.5344,34.122,55.3472,0,729,1134,513,0,13,0,114,78,0,1.5876,5.67,6.5394,0,-6.87,-5,0,120,332,0,17,65,0,3.06,11.19,0,5,1,-3
1,125.973,242.445,498.0304,892.656,1033,2436,2480,1344,20,38,80,130,118,328,472,394,7.1436,19.065,33.1348,38.895,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,3.3489,33.2145,53.8752,0,676,1092,494,0,13,0,114,78,0,1.5625,5.625,6.4875,0,-7.17,-5.65,0,114,319,0,17,65,0,3,11.06,0,4,5,-3
1,346.3769,734.0184,1291.724,1919.096,2064,4918,7334,9256,54,114,194,294,308,820,1310,1734,23.9886,59.5578,96.1558,134.731,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,76.8582,156.417,218.614,234.404,318,660,784,668,12,24,34,38,58,136,170,140,5.23,11.6732,15.1086,14.4242,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,1.26,0,0,9,0,0,3,0,0,0.57,0,0,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,3.3489,34.1112,49.41,69.54,676,1118,1326,1456,11,16,102,162,192,1.5625,5.6,9.0875,11.4,-7.66,-6.87,-8.72,113,235,360,19,39,64,3.02,6.48,10.88,5,4,-2
1,198.4222,377.0908,679.099,625.286,1260,2844,3480,3860,32,62,110,90,172,372,390,480,12.9408,31.7302,45.365,46.901,24.3001,32.334,41.0865,16.83,94,102,60,18,3.5,5,7,3,12,22,13,3,1.34595,2.0097,1.8361,0.8547,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,9.16805,3.876,3.25125,8.415,50,21,18,9,0.5,0.5,1.5,0.5,1,2,1.5,0.5629,0.28875,0.29645,0.42735,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,-0.245,0,0.525,-0.5,0,7.5,-0.5,-1.5,0,0.01,0,0.6,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,2.7556,26.8754,25.232,21.165,576,912,840,720,5,5,66,60,120,1.6129,5.8166,4.7625,4.8895,-6.23,-6.9,-4.45,106,85,90,25,20,10,3.04,2.6,2.5,4,1,-2
1,122.1742,188.457,379.1496,447.564,2153,3300,3964,5456,16,30,48,58,78,184,224,210,12.374,24.5374,33.586,39.8882,15.08485,8.772,0,0,82,48,0,0,1.5,1,0,0,1,1,0,0,0.82935,0.5621,0,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.16805,4.386,0,0,50,24,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28105,0,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,-0.445,0,0,-1,0,0,0,0,0,0.02,0,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,2.4025,28.1325,21.142,15.996,625,1050,800,1600,5,4,66,54,24,1.9321,6.255,5.2959,5.6712,-8.85,-5.89,-4.12,108,93,36,25,21,20,3.84,3.14,1.48,5,3,-6
2,171.343,366.727,812.9784,1366.452,1181,2956,4152,3080,28,58,128,218,186,552,928,898,10.0628,28.395,54.2164,69.2446,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,3.3489,33.2145,56.4372,32.208,676,1092,1014,208,13,8,114,150,48,1.5625,5.625,8.4875,3.7,-7.17,-7.05,-2.96,114,299,200,17,53,40,3,9.46,7.04,5,4,-3
1,125.973,242.445,498.0304,892.656,1033,2436,2480,1344,20,38,80,130,118,328,472,394,7.1436,19.065,33.1348,38.895,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,3.3489,33.2145,53.8752,0,676,1092,494,0,13,0,114,78,0,1.5625,5.625,6.4875,0,-7.17,-5.65,0,114,319,0,17,65,0,3,11.06,0,5,2,-3
1,286.2947,599.3038,1077.183,1732.311,2440,6360,10116,8964,52,108,198,312,306,834,1338,1704,22.1323,59.5176,102.4308,138.612,103.13735,217.9485,338.3595,425.3475,476,1008,1476,1578,17.5,36,57,75,93,234,333,363,7.1911,17.3943,25.8951,29.8911,19.3161,28.908,29.04,0,228,90,6,0,4,6,6,0,12,18,6,0,1.5343,2.3532,0.8214,0,8.31485,8.37675,16.7535,31.2075,144.5,135,270,315,1.5,3,6,4.5,13.5,27,36,0.82825,1.2243,2.4486,3.6252,4.7961,14.454,0,0,225,45,0,0,3,0,0,9,9,0,0,1.1236,1.1766,0,0,-0.54,-1.08,-1.11,13.5,27,69,0,0,6,0.435,0.87,2.94,-0.03,0,0,42,0,0,6,0,0,2.07,0,0,2.7556,23.8874,56.523,25.398,576,1992,720,864,15,6,126,126,108,1.6129,7.6581,8.5725,5.8674,-4.43,-9.15,-5.34,61,330,108,15,69,18,1.59,12.3,3,4,3,-2
1,111.763,197.2074,437.238,805.2,1880,4766,6510,2040,22,42,90,150,132,372,570,510,9.7669,26.841,48.192,55.167,15.57485,14.454,14.52,0,146,45,3,0,2.5,3,3,0,6,9,3,0,1.0336,1.1766,0.4107,0,19.3161,28.908,29.04,0,228,90,6,0,4,6,6,0,12,18,6,0,1.5343,2.3532,0.8214,0,8.31485,7.227,0,0,144.5,22.5,0,0,1.5,0,0,4.5,4.5,0,0,0.82825,0.5883,0,0,4.7961,14.454,0,0,225,45,0,0,3,0,0,9,9,0,0,1.1236,1.1766,0,0,-0.015,0,0,21,0,0,3,0,0,1.035,0,0,-0.03,0,0,42,0,0,6,0,0,2.07,0,0,3.3489,26.3337,60.39,0,676,2158,390,0,15,0,126,90,0,1.5625,7.5375,6.9375,0,-3.41,-5.55,0,73,375,0,15,75,0,1.47,13.2,0,5,2,-2
2,144.9005,229.478,612.0168,459.6512,1634,3762,5120,4336,15,32,62,52,94,228,314,212,10.0799,24.2644,39.7042,34.1012,10.9096,0,0,0,176.5,0,0,0,1,0,0,0,0,0,0,0,0.7565,0,0,0,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,10.9096,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0.7565,0,0,0,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.89,0,2,2,0,-2,-2,0,-0.04,-0.04,0,2.4025,31.558,15.81,21.328,625,1425,600,800,4,4,60,72,24,1.9321,6.4496,4.2812,4.0588,-11.06,-4,-7.56,93,76,68,26,12,20,3.7,2.48,2.64,5,3,-7
1,130.7961,249.808,523.208,982.08,963,2400,2338,1032,21,40,84,140,124,348,520,452,7.1645,20.1392,34.5356,38.4652,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,1.24,0,0,7,0,0,1,0,0,0.36,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,2.4025,29.512,47.74,0,625,1100,350,0,14,0,120,84,0,1.9321,6.1994,7.2002,0,-9.74,-9.1,0,106,336,0,16,70,0,3.88,14.28,0,5,3,-2
1,287.9005,604.1574,1267.637,1501.13,1520,4008,6272,7174,47,94,180,226,274,690,1124,1618,15.7079,41.7038,69.8212,103.1058,34.5186,59.4915,85.8475,63.316,138,228,256,55,5,9,13,11,22,51,61,25,1.9925,4.0425,5.1525,2.6603,53.8786,102.408,161.901,67.32,142,264,180,72,9,16,26,12,42,80,68,48,2.5401,5.6672,6.0698,3.4188,11.8336,8.772,16.34,7.568,64,48,56,8,1,2,1,2,6,8,2,0.5329,0.5621,0.8322,0.2701,11.8336,17.544,45.408,0,64,96,48,0,2,6,0,4,16,12,0,0.5329,1.1242,1.6206,0,0.89,2.13,1.24,2,9,7,-1,0,1,-0.04,0.32,0.36,1.78,7.44,0,4,42,0,-4,6,0,-0.08,2.16,0,3.3489,37.7712,46.665,114.009,676,1248,1560,988,10,28,96,228,192,1.5625,5.475,9.625,13.95,-9.66,-7.2,-11.06,108,200,690,20,22,136,3.12,4.8,23.84,4,3,-2
4,260.8461,608.068,1217.912,1719.076,1683,4488,7474,9544,41,96,180,260,276,780,1388,1788,19.0225,53.2728,96.646,129.0244,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,225.0964,518.772,829.464,958.168,928,2256,3360,2920,36,80,128,152,208,528,768,744,15.7508,39.7936,60.6144,61.3496,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,15.504,31.008,42.256,49,84,168,112,2,4,6,4,12,24,20,0.5625,1.155,2.31,2.265,1.24,0,0,7,0,0,1,0,0,0.36,0,0,0.98,1.96,4.34,2,4,26,-2,-4,2,-0.04,-0.08,1.48,2.4025,29.512,38.44,47.43,625,1100,1250,1800,10,12,96,156,216,1.9321,6.1994,9.591,12.8436,-9.74,-9.3,-12,106,200,228,20,34,36,3.88,7,7.44,4,2,-4
1,121.8041,215.344,471.608,756.8,1019,2560,2430,800,17,32,60,100,92,252,340,260,6.4985,17.5784,27.642,27.01,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,1.24,0,0,7,0,0,1,0,0,0.36,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.4025,31.992,34.1,0,625,1200,250,0,10,0,96,60,0,1.9321,6.0882,5.143,0,-11.34,-6.5,0,102,240,0,20,50,0,3.96,10.2,0,5,1,-2
2,176.1661,374.09,837.372,1448.512,1111,2920,3970,2832,29,60,132,228,192,572,976,980,10.0837,29.4692,56.0652,69.5156,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,1.24,0,0,7,0,0,1,0,0,0.36,0,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,2.4025,29.512,49.91,27.28,625,1100,850,200,14,8,120,156,48,1.9321,6.1994,9.4242,4.1144,-9.74,-10.5,-5.2,106,316,192,16,58,40,3.88,12.68,8.16,4,2,-2
2,145.8469,240.8796,617.7288,467.3568,1685,3876,5168,4400,15,32,62,52,94,228,314,212,9.7103,22.9652,38.8418,33.2836,10.9096,0,0,0,176.5,0,0,0,1,0,0,0,0,0,0,0,0.7565,0,0,0,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,10.9096,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0.7565,0,0,0,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.89,0,2,2,0,-2,-2,0,-0.04,-0.04,0,3.3489,37.2588,18.666,25.1808,676,1482,624,832,4,4,60,72,24,1.5625,5.8,3.85,3.65,-9.38,-2.88,-6.44,99,80,72,26,12,20,2.86,1.92,2.08,5,4,-7
1,126.1585,244.26,500.9744,892.656,1086,2520,2518,1344,20,38,80,130,118,328,472,394,7.1687,19.155,33.2386,38.895,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,3.5344,34.122,55.3472,0,729,1134,513,0,13,0,114,78,0,1.5876,5.67,6.5394,0,-6.87,-5,0,120,332,0,17,65,0,3.06,11.19,0,5,3,-3
1,254.5492,553.0968,1050.284,1408.688,1494,3872,5950,6808,41,88,156,220,244,660,1076,1276,16.8793,44.9952,75.9604,95.7932,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,54.6116,114.903,164.095,123.112,197,432,484,106,9,18,26,22,44,102,122,50,3.4817,8.1466,10.3962,5.3502,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,15.504,28.88,13.376,49,84,98,14,2,4,2,4,12,16,4,0.5625,1.155,1.71,0.555,1.24,0,0,7,0,0,1,0,0,0.36,0,0,0.98,2.66,1.68,2,14,12,-2,0,2,-0.04,0.72,0.76,2.7556,31.6064,41.168,63.08,576,1056,1200,1344,10,16,96,156,192,1.6129,5.6642,8.763,11.5824,-9.08,-8.2,-11.44,100,190,328,20,34,64,3.16,5.8,11.2,5,2,-6
1,125.973,242.445,498.0304,892.656,1033,2436,2480,1344,20,38,80,130,118,328,472,394,7.1436,19.065,33.1348,38.895,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,3.3489,33.2145,53.8752,0,676,1092,494,0,13,0,114,78,0,1.5625,5.625,6.4875,0,-7.17,-5.65,0,114,319,0,17,65,0,3,11.06,0,4,1,-3
2,298.6947,651.97,1306.4358,2030.259,1454,3748,5466,4916,51,106,214,332,320,892,1438,1536,17.8219,48.9954,86.7358,111.7844,77.76135,153.459,251.9715,330.6625,261,522,735,790,13,25,43,56,68,170,246,278,4.6985,10.7877,16.1239,20.2328,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,9.16805,3.876,3.25125,6.5025,50,21,18,36,0.5,0.5,1,0.5,1,1.5,3,0.5629,0.28875,0.29645,0.5929,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,-0.245,0,0,-0.5,0,0,-0.5,-1,-2,0.01,0,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,2.7556,30.129,51.1944,33.449,576,1008,936,336,13,9,114,156,66,1.6129,5.715,8.6233,4.7371,-8.19,-9.26,-5.21,102,273,202,17,52,43,3.12,9.72,7.7,4,3,-2
