name,mad,job_name,alpha,unique_num,metal,smi_num,eqlig,axlig1,axlig2,eq_con,ax_con1,ax_con2,ligcharge,oxstate,spinmult,flag_oct_loose,flag_conv,geo_use,ss_use,ss_label,ss_del,ss_target,ss_actual,flag_oct,flag_list,flag_init,flag_list_init,num_coord_metal,rmsd_max,oct_angle_devi_max,max_del_sig_angle,dist_del_eq,dist_del_all,devi_linear_avrg,devi_linear_max
mn_2_eq_[S-]#[CH]_ax1_[S-]#[CH]_ax2_[S-]#[CH]_ahf_20_6,chargedMono,gen_0_slot_786_1_2_338_338_338_20_6,20,786,mn,1_338_338_338,[S-]#[CH],[S-]#[CH],[S-]#[CH],-1,-1,-1,-6,2,6,0,0,1,1,0,4.6434,8.75,13.3934,0,num_coord_metal,1,None,3,-1,-1,-1,-1,-1,-1,-1
fe_3_eq_[NH]-[CH2]-[CH2]-[NH]_ax1_[NH]-[CH2]-[CH2]-[NH]_ax2_[NH]-[CH2]-[CH2]-[NH]_ahf_20_6,neutralBi,gen_0_slot_173_2_3_35_35_35_20_6,20,173,fe,2_35_35_35,[NH]-[CH2]-[CH2]-[NH],[NH]-[CH2]-[CH2]-[NH],[NH]-[CH2]-[CH2]-[NH],-1,-1,-1,0,3,6,0,0,1,0,0,1.020807,8.75,9.770807000000001,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
co_2_eq_[PH2-]-[CH]=[CH]-[PH2-]_ax1_[PH2-]-[CH]=[CH]-[PH2-]_ax2_[PH2-]-[CH]=[CH]-[PH2-]_ahf_20_4,chargedBi,gen_0_slot_142_3_2_87_87_87_20_4,20,142,co,3_87_87_87,[PH2-]-[CH]=[CH]-[PH2-],[PH2-]-[CH]=[CH]-[PH2-],[PH2-]-[CH]=[CH]-[PH2-],-1,-1,-1,-12,2,4,1,1,1,1,0,1.477639,3.75,5.227639,1,None,1,None,6,0.178037632,8.901905266,14.16431828,0.057931286,0.095021314,0,0
mn_3_eq_[NH]=[O]_ax1_[NH]=[O]_ax2_[NH]=[O]_ahf_20_5,neutralMono,gen_0_slot_483_1_3_155_155_155_20_5,20,483,mn,1_155_155_155,[NH]=[O],[NH]=[O],[NH]=[O],-1,-1,-1,0,3,5,1,1,1,1,0,1.4892969999999999,6.0,7.4892970000000005,1,None,1,None,6,0.026742929,2.139103797,3.912386267,0.053945001,0.129992949,0,0
mn_3_eq_tbisc_ax1_cyanopyridine_ax2_cyanopyridine_ahf_20_1,allhits,gen_0_slot_27_1_3_2_10_10_20_1,20,27,mn,1_2_10_10,tbisc,cyanopyridine,cyanopyridine,-1,-1,-1,0,3,1,1,1,1,0,1,0.0,0.0,0.0,1,None,1,None,6,0.047063408,0.682743028,1.453328099,0.000577851,0.014626203,2.632472975,2.793538965
fe_3_eq_[OH]-[CH2]-[CH2]-[OH]_ax1_[OH]-[CH2]-[CH2]-[OH]_ax2_[OH]-[CH2]-[CH2]-[OH]_ahf_20_2,neutralBi,gen_0_slot_301_2_3_67_67_67_20_2,20,301,fe,2_67_67_67,[OH]-[CH2]-[CH2]-[OH],[OH]-[CH2]-[CH2]-[OH],[OH]-[CH2]-[CH2]-[OH],-1,-1,-1,0,3,2,1,1,1,1,1,0.07368,0.75,0.82368,1,None,1,None,6,0.085460286,8.549440747,13.21301465,0.00613377,0.025525712,0,0
fe_3_eq_acac_ax1_aceticacidbipyridine_ax2_aceticacidbipyridine_ahf_20_6,distrun,gen_0_slot_33_2_3_28_14_14_20_6,20,33,fe,2_28_14_14,acac,aceticacidbipyridine,aceticacidbipyridine,-1,-1,-1,0,3,6,0,1,1,1,1,0.011089,8.75,8.761089,0,max_del_sig_angle; oct_angle_devi_max,1,None,6,0.053689634,12.22015947,23.47217157,0.01246221,0.223965046,0,0
co_3_eq_[SH2-]-[S+]_ax1_[SH2-]-[S+]_ax2_[SH2-]-[S+]_ahf_20_1,neutralMono,gen_0_slot_1047_3_3_378_378_378_20_1,20,1047,co,3_378_378_378,[SH2-]-[S+],[SH2-]-[S+],[SH2-]-[S+],-1,-1,-1,0,3,1,0,0,1,0,1,0.0,0.0,0.0,0,max_del_sig_angle; rmsd_max; oct_angle_devi_max,1,None,6,lig_mismatch,18.09157579,39.07972375,0.011795858,0.118490186,0,0
mn_3_eq_water_ax1_isothiocyanate_ax2_isothiocyanate_ahf_20_5,hetann,gen_0_slot_19_1_3_12_6_6_20_5,20,19,mn,1_12_6_6,water,isothiocyanate,isothiocyanate,-1,-1,-1,0,3,5,0,1,1,1,1,0.179911,6.0,6.179911,0,devi_linear_max; devi_linear_avrg,1,None,6,0.075170369,1.688078989,2.486680361,0.010550398,0.249352611,44.30159142,44.38040158
undef,rs1,1123_cr_3_eq_39_ax1_3_ax2_9_2,20,1123,cr,cr_furan_water_pyr,furan,water,pyr,-1,-1,-1,0,3,2,0,1,1,1,0,2.8609150000000003,0.75,3.6109150000000003,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
undef,rs1,1479_co_3_eq_3_ax1_39_ax2_39_1,20,1479,co,co_water_furan_furan,water,furan,furan,-1,-1,-1,0,3,1,0,1,1,0,1,0.0,0.0,0.0,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
cr_3_eq_[NH2-]=[N+]_ax1_[NH2-]=[N+]_ax2_[NH2-]=[N+]_ahf_20_2,neutralMono,gen_0_slot_409_0_3_126_126_126_20_2,20,409,cr,0_126_126_126,[NH2-]=[N+],[NH2-]=[N+],[NH2-]=[N+],-1,-1,-1,0,3,2,0,0,1,0,0,1.208833,0.75,1.9588330000000003,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
undef,rs1,1410_fe_2_eq_18_ax1_16_ax2_18_5,20,1410,fe,fe_misc_carbonyl_misc,misc,carbonyl,misc,-1,-1,-1,0,2,5,1,1,1,1,1,0.014047,6.0,6.014047,1,None,1,None,6,0.047303444,3.305169813,7.966972361,0.00280081,0.282583984,0.733756903,1.335914013
undef,rs1,1273_mn_3_eq_39_ax1_3_ax2_9_5,20,1273,mn,mn_furan_water_pyr,furan,water,pyr,-1,-1,-1,0,3,5,1,1,1,1,0,1.007266,6.0,7.007266,1,None,1,None,6,0.047182182,4.429526442,8.031557585,0.17662161,0.281073362,0,0
fe_2_eq_[PH-]#[C+]_ax1_[PH-]#[C+]_ax2_[PH-]#[C+]_ahf_20_1,neutralMono,gen_0_slot_804_2_2_268_268_268_20_1,20,804,fe,2_268_268_268,[PH-]#[C+],[PH-]#[C+],[PH-]#[C+],-1,-1,-1,0,2,1,0,1,1,0,1,0.0,0.0,0.0,0,max_del_sig_angle; rmsd_max; oct_angle_devi_max,1,None,6,lig_mismatch,25.40573053,68.02936867,0.252070649,0.692305248,0,0
cr_2_eq_methylamine_ax1_misc_ax2_misc_ahf_20_1,allhits,gen_0_slot_10_0_2_31_1_1_20_1,20,10,cr,0_31_1_1,methylamine,misc,misc,-1,-1,-1,0,2,1,1,1,1,0,1,0.0,0.0,0.0,1,None,1,None,6,0.04509461,3.096070698,4.537394178,0.01371741,0.150333745,0.792830344,0.793904661
undef,rs1,1396_fe_2_eq_18_ax1_3_ax2_18_1,20,1396,fe,fe_misc_water_misc,misc,water,misc,-1,-1,-1,0,2,1,1,1,1,0,1,0.0,0.0,0.0,1,None,1,None,6,0.047051189,0.897849668,2.205294742,0.002909441,0.228768556,0.445454106,0.665458146
cr_2_eq_[O+]-[PH3-]_ax1_[O+]-[PH3-]_ax2_[O+]-[PH3-]_ahf_20_5,neutralMono,gen_0_slot_552_0_2_175_175_175_20_5,20,552,cr,0_175_175_175,[O+]-[PH3-],[O+]-[PH3-],[O+]-[PH3-],-1,-1,-1,0,2,5,1,1,1,1,1,0.006258,6.0,6.006258,1,None,1,None,6,0.105488423,3.359706213,5.225132583,0.008117262,0.323359655,0,0
undef,rs1,1124_cr_2_eq_39_ax1_3_ax2_16_5,20,1124,cr,cr_furan_water_carbonyl,furan,water,carbonyl,-1,-1,-1,0,2,5,0,1,1,1,1,0.006378,6.0,6.006378,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
undef,rs1,1310_fe_2_eq_3_ax1_9_ax2_9_1,20,1310,fe,fe_water_pyr_pyr,water,pyr,pyr,-1,-1,-1,0,2,1,1,1,1,0,1,0.0,0.0,0.0,1,None,1,None,6,0.006700224,2.16602183,3.941291276,0.009056805,0.015931647,0,0
cr_2_eq_[O-]#[C+]_ax1_[O-]#[C+]_ax2_[O-]#[C+]_ahf_20_1,neutralMono,gen_0_slot_568_0_2_179_179_179_20_1,20,568,cr,0_179_179_179,[O-]#[C+],[O-]#[C+],[O-]#[C+],-1,-1,-1,0,2,1,1,1,1,0,1,0.0,0.0,0.0,1,None,1,None,6,0.013901963,2.678609531,3.563699023,0.001083398,0.003589738,0,0
co_3_eq_[NH+]-[OH]_ax1_[NH+]-[OH]_ax2_[NH+]-[OH]_ahf_20_5,chargedMono,gen_0_slot_1031_3_3_105_105_105_20_5,20,1031,co,3_105_105_105,[NH+]-[OH],[NH+]-[OH],[NH+]-[OH],-1,-1,-1,6,3,5,0,0,1,0,1,0.0058590000000000005,6.0,6.005859,0,num_coord_metal,1,None,0,-1,-1,-1,-1,-1,-1,-1
mn_2_eq_[PH2-]=[N+]_ax1_[PH2-]=[N+]_ax2_[PH2-]=[N+]_ahf_20_2,neutralMono,gen_0_slot_818_1_2_283_283_283_20_2,20,818,mn,1_283_283_283,[PH2-]=[N+],[PH2-]=[N+],[PH2-]=[N+],-1,-1,-1,0,2,2,0,0,1,1,0,6.572303999999999,0.75,7.322303999999999,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
undef,rs1,1379_fe_3_eq_16_ax1_16_ax2_16_2,20,1379,fe,fe_carbonyl_carbonyl_carbonyl,carbonyl,carbonyl,carbonyl,-1,-1,-1,0,3,2,1,1,1,1,1,0.023814,0.75,0.773814,1,None,1,None,6,0.0088335,1.277845098,3.192942367,6.84E-05,0.019440423,0.227068439,0.340769288
co_3_eq_[CH2]-[CH2]-[CH2]-[CH2]_ax1_[CH2]-[CH2]-[CH2]-[CH2]_ax2_[CH2]-[CH2]-[CH2]-[CH2]_ahf_20_1,neutralBi,gen_0_slot_7_3_3_0_0_0_20_1,20,7,co,3_0_0_0,[CH2]-[CH2]-[CH2]-[CH2],[CH2]-[CH2]-[CH2]-[CH2],[CH2]-[CH2]-[CH2]-[CH2],-1,-1,-1,0,3,1,0,1,1,0,1,0.0,0.0,0.0,0,max_del_sig_angle; rmsd_max; oct_angle_devi_max,1,None,6,lig_mismatch,59.6007946,145.8398269,0.025255981,0.740912009,0,0
cr_3_eq_ox_ax1_en_ax2_en_ahf_20_4,distrun,gen_0_slot_21_0_3_29_20_20_20_4,20,21,cr,0_29_20_20,ox,en,en,-1,-1,-1,0,3,4,1,1,1,1,1,0.021106,3.75,3.7711059999999996,1,None,1,None,6,0.084334357,9.907855567,15.64755461,0.03126862,0.251879777,0,0
fe_2_eq_[NH2]-[PH3-]_ax1_[NH2]-[PH3-]_ax2_[NH2]-[PH3-]_ahf_20_5,chargedMono,gen_0_slot_316_2_2_145_145_145_20_5,20,316,fe,2_145_145_145,[NH2]-[PH3-],[NH2]-[PH3-],[NH2]-[PH3-],-1,-1,-1,-6,2,5,0,0,1,0,1,0.107248,6.0,6.107248,0,rmsd_max,1,None,6,lig_mismatch,2.520818263,4.066787617,0.108942514,0.243478853,0,0
fe_3_eq_[PH]=[SH-]_ax1_[PH]=[SH-]_ax2_[PH]=[SH-]_ahf_20_2,chargedMono,gen_0_slot_741_2_3_315_315_315_20_2,20,741,fe,2_315_315_315,[PH]=[SH-],[PH]=[SH-],[PH]=[SH-],-1,-1,-1,-6,3,2,0,0,1,0,1,0.216877,0.75,0.9668770000000001,0,rmsd_max,1,None,6,lig_mismatch,13.05513004,19.25434731,0.054254849,0.125303087,0,0
co_3_eq_tbuc_ax1_methylamine_ax2_methylamine_ahf_20_5,distrun,gen_0_slot_195_3_3_7_31_31_20_5,20,195,co,3_7_31_31,tbuc,methylamine,methylamine,-1,-1,-1,0,3,5,1,1,1,1,1,0.011331,6.0,6.011331,1,None,1,None,6,0.032224278,6.082889663,10.31066525,0.014220256,0.136256003,0,0
cr_3_eq_[SH]-[NH]-[NH]-[SH]_ax1_[SH]-[NH]-[NH]-[SH]_ax2_[SH]-[NH]-[NH]-[SH]_ahf_20_4,neutralBi,gen_0_slot_577_0_3_132_132_132_20_4,20,577,cr,0_132_132_132,[SH]-[NH]-[NH]-[SH],[SH]-[NH]-[NH]-[SH],[SH]-[NH]-[NH]-[SH],-1,-1,-1,0,3,4,1,1,1,1,1,0.27743,3.75,4.027430000000001,1,None,1,None,6,0.137660256,7.31039601,9.070007245,0.012197638,0.031828925,0,0
cr_2_eq_[NH]-[P]=[P]-[NH]_ax1_[NH]-[P]=[P]-[NH]_ax2_[NH]-[P]=[P]-[NH]_ahf_20_5,neutralBi,gen_0_slot_216_0_2_41_41_41_20_5,20,216,cr,0_41_41_41,[NH]-[P]=[P]-[NH],[NH]-[P]=[P]-[NH],[NH]-[P]=[P]-[NH],-1,-1,-1,0,2,5,0,1,1,1,1,0.19959200000000002,6.0,6.199592,0,rmsd_max,1,None,6,1.18667025,8.592897493,16.86363148,0.092038976,0.937360695,0,0
undef,rs1,1583_co_3_eq_39_ax1_9_ax2_16_1,20,1583,co,co_furan_pyr_carbonyl,furan,pyr,carbonyl,-1,-1,-1,0,3,1,0,1,1,0,1,0.0,0.0,0.0,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
co_2_eq_[SH2-]-[SH]_ax1_[SH2-]-[SH]_ax2_[SH2-]-[SH]_ahf_20_4,chargedMono,gen_0_slot_886_3_2_380_380_380_20_4,20,886,co,3_380_380_380,[SH2-]-[SH],[SH2-]-[SH],[SH2-]-[SH],-1,-1,-1,-6,2,4,0,0,1,0,1,0.012212,3.75,3.7622120000000003,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
co_2_eq_[OH2-]-[OH]_ax1_[OH2-]-[OH]_ax2_[OH2-]-[OH]_ahf_20_4,chargedMono,gen_0_slot_494_3_2_217_217_217_20_4,20,494,co,3_217_217_217,[OH2-]-[OH],[OH2-]-[OH],[OH2-]-[OH],-1,-1,-1,-6,2,4,0,0,1,0,1,0.003633,3.75,3.753633,0,rmsd_max,1,None,6,lig_mismatch,13.02008107,19.13695182,0.123501102,0.548581812,0,0
fe_2_eq_[CH2]=[S]_ax1_[CH2]=[S]_ax2_[CH2]=[S]_ahf_20_1,neutralMono,gen_0_slot_236_2_2_72_72_72_20_1,20,236,fe,2_72_72_72,[CH2]=[S],[CH2]=[S],[CH2]=[S],-1,-1,-1,0,2,1,0,1,1,0,1,0.0,0.0,0.0,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
fe_3_eq_methylamine_ax1_benzisc_ax2_benzisc_ahf_20_2,distrun,gen_0_slot_123_2_3_31_3_3_20_2,20,123,fe,2_31_3_3,methylamine,benzisc,benzisc,-1,-1,-1,0,3,2,1,1,1,1,1,0.007372,0.75,0.757372,1,None,1,None,6,0.030951434,0.361347152,0.548880529,0.000770387,0.150419243,3.559775444,3.584578334
fe_3_eq_[S]=[CH2]_ax1_[S]=[CH2]_ax2_[S]=[CH2]_ahf_20_6,neutralMono,gen_0_slot_1093_2_3_395_395_395_20_6,20,1093,fe,2_395_395_395,[S]=[CH2],[S]=[CH2],[S]=[CH2],-1,-1,-1,0,3,6,0,0,1,0,1,0.026031,8.75,8.776031,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
cr_3_eq_[SH-]-[PH]-[PH]-[SH-]_ax1_[SH-]-[PH]-[PH]-[SH-]_ax2_[SH-]-[PH]-[PH]-[SH-]_ahf_20_2,chargedBi,gen_0_slot_233_0_3_124_124_124_20_2,20,233,cr,0_124_124_124,[SH-]-[PH]-[PH]-[SH-],[SH-]-[PH]-[PH]-[SH-],[SH-]-[PH]-[PH]-[SH-],-1,-1,-1,-12,3,2,0,0,1,1,0,3.150208,0.75,3.900208,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
undef,rs1,1365_fe_3_eq_16_ax1_3_ax2_16_6,20,1365,fe,fe_carbonyl_water_carbonyl,carbonyl,water,carbonyl,-1,-1,-1,0,3,6,1,1,1,1,1,0.008351,8.75,8.758351,1,None,1,None,6,0.008234884,5.041047672,12.03113986,0.017039537,0.377734434,0.702343242,1.004112517
co_2_eq_[CH2+]-[OH]_ax1_[CH2+]-[OH]_ax2_[CH2+]-[OH]_ahf_20_4,chargedMono,gen_0_slot_990_3_2_48_48_48_20_4,20,990,co,3_48_48_48,[CH2+]-[OH],[CH2+]-[OH],[CH2+]-[OH],-1,-1,-1,6,2,4,0,0,1,0,0,1.508896,3.75,5.258896,0,num_coord_metal,1,None,0,-1,-1,-1,-1,-1,-1,-1
mn_3_eq_cat_ax1_cyanide_ax2_cyanide_ahf_20_5,distrun,gen_0_slot_115_1_3_5_23_23_20_5,20,115,mn,1_5_23_23,cat,cyanide,cyanide,-1,-1,-1,0,3,5,1,1,1,1,1,0.055934000000000005,6.0,6.055934,1,None,1,None,6,0.02843737,4.909083102,11.5443855,0.120429427,0.288191498,0.070542749,0.075647795
mn_2_eq_[S]_ax1_[S]_ax2_[S]_ahf_20_6,neutralMono,gen_0_slot_66_1_2_28_28_28_20_6,20,66,mn,1_28_28_28,[S],[S],[S],-1,-1,-1,0,2,6,0,1,1,1,0,1.2893139999999998,8.75,10.039314,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
co_3_eq_[CH2]-[P]=[P]-[CH2]_ax1_[CH2]-[P]=[P]-[CH2]_ax2_[CH2]-[P]=[P]-[CH2]_ahf_20_5,neutralBi,gen_0_slot_55_3_3_6_6_6_20_5,20,55,co,3_6_6_6,[CH2]-[P]=[P]-[CH2],[CH2]-[P]=[P]-[CH2],[CH2]-[P]=[P]-[CH2],-1,-1,-1,0,3,5,0,0,1,0,1,0.092651,6.0,6.092651,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
co_2_eq_[P+]=[NH2-]_ax1_[P+]=[NH2-]_ax2_[P+]=[NH2-]_ahf_20_2,neutralMono,gen_0_slot_734_3_2_249_249_249_20_2,20,734,co,3_249_249_249,[P+]=[NH2-],[P+]=[NH2-],[P+]=[NH2-],-1,-1,-1,0,2,2,0,0,1,0,0,1.112196,0.75,1.862196,0,rmsd_max,1,None,6,lig_mismatch,14.55675058,20.91153547,0.016483492,0.039915482,0,0
co_2_eq_[N]-[CH2]-[CH2]-[N]_ax1_[N]-[CH2]-[CH2]-[N]_ax2_[N]-[CH2]-[CH2]-[N]_ahf_20_2,neutralBi,gen_0_slot_238_3_2_43_43_43_20_2,20,238,co,3_43_43_43,[N]-[CH2]-[CH2]-[N],[N]-[CH2]-[CH2]-[N],[N]-[CH2]-[CH2]-[N],-1,-1,-1,0,2,2,1,1,1,1,0,6.117383,0.75,6.867383,1,None,1,None,6,0.174557342,11.39865322,21.60329693,0.053629076,0.215174664,0,0
cr_2_eq_[NH+]-[PH2]_ax1_[NH+]-[PH2]_ax2_[NH+]-[PH2]_ahf_20_1,chargedMono,gen_0_slot_1032_0_2_106_106_106_20_1,20,1032,cr,0_106_106_106,[NH+]-[PH2],[NH+]-[PH2],[NH+]-[PH2],-1,-1,-1,6,2,1,0,0,1,0,1,0.0,0.0,0.0,0,num_coord_metal,1,None,0,-1,-1,-1,-1,-1,-1,-1
co_2_eq_[SH]-[OH2-]_ax1_[SH]-[OH2-]_ax2_[SH]-[OH2-]_ahf_20_2,chargedMono,gen_0_slot_910_3_2_386_386_386_20_2,20,910,co,3_386_386_386,[SH]-[OH2-],[SH]-[OH2-],[SH]-[OH2-],-1,-1,-1,-6,2,2,0,0,1,0,1,0.50766,0.75,1.25766,0,rmsd_max,1,None,6,lig_mismatch,2.629947875,3.721375937,0.024023901,0.048871674,0,0
undef,rs1,1356_fe_2_eq_9_ax1_18_ax2_39_1,20,1356,fe,fe_pyr_misc_furan,pyr,misc,furan,-1,-1,-1,0,2,1,1,1,1,0,1,0.0,0.0,0.0,1,None,1,None,6,0.04658491,1.432324106,2.969104049,0.016980049,0.483316324,1.12281323,1.12281323
mn_3_eq_cat_ax1_water_ax2_water_ahf_20_1,distrun,gen_0_slot_37_1_3_5_27_27_20_1,20,37,mn,1_5_27_27,cat,water,water,-1,-1,-1,0,3,1,1,1,1,0,1,0.0,0.0,0.0,1,None,1,None,6,0.027032013,6.919645799,10.64454843,0.091774262,0.184391914,0,0
undef,rs1,1269_mn_3_eq_18_ax1_39_ax2_39_5,20,1269,mn,mn_misc_furan_furan,misc,furan,furan,-1,-1,-1,0,3,5,1,1,1,1,0,1.009197,6.0,7.009197,1,None,1,None,6,0.045114655,0.234118146,0.411162678,0.004930959,0.386442712,1.172665824,1.27631248
fe_3_eq_[CH2+]-[CH3]_ax1_[CH2+]-[CH3]_ax2_[CH2+]-[CH3]_ahf_20_2,chargedMono,gen_0_slot_973_2_3_43_43_43_20_2,20,973,fe,2_43_43_43,[CH2+]-[CH3],[CH2+]-[CH3],[CH2+]-[CH3],-1,-1,-1,6,3,2,0,0,1,1,0,2.45139,0.75,3.20139,0,num_coord_metal,1,None,0,-1,-1,-1,-1,-1,-1,-1
mn_2_eq_[SH-]-[O]-[O]-[SH-]_ax1_[SH-]-[O]-[O]-[SH-]_ax2_[SH-]-[O]-[O]-[SH-]_ahf_20_6,chargedBi,gen_0_slot_226_1_2_123_123_123_20_6,20,226,mn,1_123_123_123,[SH-]-[O]-[O]-[SH-],[SH-]-[O]-[O]-[SH-],[SH-]-[O]-[O]-[SH-],-1,-1,-1,-12,2,6,0,0,1,1,0,3.017988,8.75,11.767988,0,num_coord_metal,1,None,2,-1,-1,-1,-1,-1,-1,-1
fe_2_eq_[OH2-]-[O+]_ax1_[OH2-]-[O+]_ax2_[OH2-]-[O+]_ahf_20_5,neutralMono,gen_0_slot_620_2_2_215_215_215_20_5,20,620,fe,2_215_215_215,[OH2-]-[O+],[OH2-]-[O+],[OH2-]-[O+],-1,-1,-1,0,2,5,0,1,1,1,1,0.011125,6.0,6.011125,0,max_del_sig_angle; oct_angle_devi_max,1,None,6,0.09458895,14.62683264,28.10505155,0.108941349,0.360337296,0,0
fe_3_eq_[PH2-]-[NH]-[NH]-[PH2-]_ax1_[PH2-]-[NH]-[NH]-[PH2-]_ax2_[PH2-]-[NH]-[NH]-[PH2-]_ahf_20_2,chargedBi,gen_0_slot_149_2_3_88_88_88_20_2,20,149,fe,2_88_88_88,[PH2-]-[NH]-[NH]-[PH2-],[PH2-]-[NH]-[NH]-[PH2-],[PH2-]-[NH]-[NH]-[PH2-],-1,-1,-1,-12,3,2,0,1,1,1,0,2.1788540000000003,0.75,2.9288540000000003,0,rmsd_max,1,None,6,0.474804541,6.884702039,11.51905042,0.014723839,0.029634361,0,0
mn_3_eq_[O]-[P+]-[P+]-[O]_ax1_[O]-[P+]-[P+]-[O]_ax2_[O]-[P+]-[P+]-[O]_ahf_20_5,chargedBi,gen_0_slot_315_1_3_80_80_80_20_5,20,315,mn,1_80_80_80,[O]-[P+]-[P+]-[O],[O]-[P+]-[P+]-[O],[O]-[P+]-[P+]-[O],-1,-1,-1,12,3,5,0,0,1,0,0,1.0023229999999999,6.0,7.002323,0,num_coord_metal,1,None,0,-1,-1,-1,-1,-1,-1,-1
cr_3_eq_[NH-]#[C+]_ax1_[NH-]#[C+]_ax2_[NH-]#[C+]_ahf_20_4,neutralMono,gen_0_slot_393_0_3_111_111_111_20_4,20,393,cr,0_111_111_111,[NH-]#[C+],[NH-]#[C+],[NH-]#[C+],-1,-1,-1,0,3,4,0,0,1,0,0,1.022345,3.75,4.772345,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
undef,rs1,1129_cr_3_eq_39_ax1_3_ax2_39_4,20,1129,cr,cr_furan_water_furan,furan,water,furan,-1,-1,-1,0,3,4,1,1,1,1,1,0.019154,3.75,3.769154,1,None,1,None,6,0.052145426,3.612856482,7.725811314,0.029872764,0.057947761,0,0
cr_3_eq_[PH+]-[OH]_ax1_[PH+]-[OH]_ax2_[PH+]-[OH]_ahf_20_4,chargedMono,gen_0_slot_1105_0_3_262_262_262_20_4,20,1105,cr,0_262_262_262,[PH+]-[OH],[PH+]-[OH],[PH+]-[OH],-1,-1,-1,6,3,4,0,0,1,0,0,1.8920130000000002,3.75,5.6420129999999995,0,num_coord_metal,1,None,0,-1,-1,-1,-1,-1,-1,-1
fe_3_eq_[NH]-[N]=[N]-[NH]_ax1_[NH]-[N]=[N]-[NH]_ax2_[NH]-[N]=[N]-[NH]_ahf_20_6,neutralBi,gen_0_slot_197_2_3_38_38_38_20_6,20,197,fe,2_38_38_38,[NH]-[N]=[N]-[NH],[NH]-[N]=[N]-[NH],[NH]-[N]=[N]-[NH],-1,-1,-1,0,3,6,0,0,1,0,1,0.033381,8.75,8.783381,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
cr_2_eq_[OH2-]-[S+]_ax1_[OH2-]-[S+]_ax2_[OH2-]-[S+]_ahf_20_5,neutralMono,gen_0_slot_632_0_2_221_221_221_20_5,20,632,cr,0_221_221_221,[OH2-]-[S+],[OH2-]-[S+],[OH2-]-[S+],-1,-1,-1,0,2,5,0,0,1,0,1,0.043787,6.0,6.043787,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
co_2_eq_[OH-]-[P]=[P]-[OH-]_ax1_[OH-]-[P]=[P]-[OH-]_ax2_[OH-]-[P]=[P]-[OH-]_ahf_20_4,chargedBi,gen_0_slot_118_3_2_61_61_61_20_4,20,118,co,3_61_61_61,[OH-]-[P]=[P]-[OH-],[OH-]-[P]=[P]-[OH-],[OH-]-[P]=[P]-[OH-],-1,-1,-1,-12,2,4,0,0,1,1,0,2.079166,3.75,5.829166000000001,0,num_coord_metal,1,None,2,-1,-1,-1,-1,-1,-1,-1
undef,rs1,1022_cr_2_eq_3_ax1_16_ax2_39_5,20,1022,cr,cr_water_carbonyl_furan,water,carbonyl,furan,-1,-1,-1,0,2,5,1,1,1,1,1,0.00456,6.0,6.00456,1,None,1,None,6,0.026172745,8.010422351,14.79001117,0.023245082,0.647236004,3.303467352,3.303467352
mn_2_eq_[N+]=[CH3-]_ax1_[N+]=[CH3-]_ax2_[N+]=[CH3-]_ahf_20_6,neutralMono,gen_0_slot_314_1_2_91_91_91_20_6,20,314,mn,1_91_91_91,[N+]=[CH3-],[N+]=[CH3-],[N+]=[CH3-],-1,-1,-1,0,2,6,0,0,1,0,1,0.758975,8.75,9.508975,0,num_coord_metal,1,None,5,-1,-1,-1,-1,-1,-1,-1
mn_3_eq_[P]#[PH-]_ax1_[P]#[PH-]_ax2_[P]#[PH-]_ahf_20_1,chargedMono,gen_0_slot_771_1_3_322_322_322_20_1,20,771,mn,1_322_322_322,[P]#[PH-],[P]#[PH-],[P]#[PH-],-1,-1,-1,-6,3,1,0,1,1,0,1,0.0,0.0,0.0,0,num_coord_metal,1,None,4,-1,-1,-1,-1,-1,-1,-1
cr_3_eq_[SH-]=[CH+]_ax1_[SH-]=[CH+]_ax2_[SH-]=[CH+]_ahf_20_4,neutralMono,gen_0_slot_985_0_3_348_348_348_20_4,20,985,cr,0_348_348_348,[SH-]=[CH+],[SH-]=[CH+],[SH-]=[CH+],-1,-1,-1,0,3,4,0,0,1,1,0,3.179911,3.75,6.929911,0,num_coord_metal,1,None,3,-1,-1,-1,-1,-1,-1,-1
